Industry,Material_Name,Material_Type,Product,Weight_or_Capacity,Biodegradability_Score,CO2_Emission_Score,Recyclability_Percentage,Data_Source,Weight_kg,CO2_Impact_Index,Cost_Efficiency_Index,Material_Suitability_Score,Industry_encoded,Material_Type_encoded,Product_encoded,Data_Source_encoded,Weight_Normalized,Eco_Score,Circular_Economy_Score
Healthcare,Tin Container,Metal,Food container,42.39 kg,0.8800000000000001,0.8571428571428572,0.7931034482758621,Sustainability Dataset,0.8473589074111266,0.605320197044335,0.1526410925888734,0.5519204065943961,5,2,2,3,0.8473589074111268,0.6978128078817735,0.8278620689655174
Furniture,Recycled Cardboard,Cardboard,Shipping carton,1.92 kg,0.8666666666666667,0.7714285714285714,0.7586206896551724,Carbon Catalogue,0.03454508937537658,0.6179529282977559,0.9654549106246234,0.7968176445064894,4,1,6,0,0.034545089375376585,0.6958292282430213,0.8018390804597701
Cosmetics,Cotton Fiber,Natural Material,Toy casing,34.89 kg,0.3333333333333334,0.07142857142857142,0.8793103448275861,Sustainability Dataset,0.6967262502510544,0.7137383689107827,0.3032737497489456,0.4764774724889968,2,4,8,3,0.6967262502510545,0.6707717569786535,0.6609195402298851
Packaging,Recycled Cardboard,Cardboard,Packaging box,17.38 kg,0.8400000000000001,0.2142857142857143,0.9482758620689655,Carbon Catalogue,0.3450492066680056,0.8579967159277505,0.6549507933319945,0.7916839243706986,7,1,5,0,0.34504920666800565,0.8724532019704435,0.9049655172413794
Packaging,Bamboo Fiber,Natural Fiber,Packaging box,47.46 kg,0.2933333333333334,0.8,0.0,FootprintData,0.9491865836513356,0.1644444444444444,0.05081341634866443,0.1690218026823771,7,3,5,1,0.9491865836513358,0.15733333333333335,0.11733333333333336
Electronics,Cornstarch Plastic,Bioplastic,Shipping carton,30.62 kg,0.2800000000000001,0.3428571428571429,0.1724137931034482,Carbon Catalogue,0.6109660574412532,0.3698522167487685,0.3890339425587468,0.3486510694671315,3,0,6,0,0.6109660574412533,0.3123940886699508,0.21544827586206897
Furniture,Recycled Paper,Paper,Medical packaging,26.25 kg,0.9200000000000002,0.8142857142857143,0.7758620689655171,Carbon Catalogue,0.5231974292026511,0.627192118226601,0.4768025707973489,0.6699176185298451,4,5,4,0,0.5231974292026512,0.7154876847290641,0.8335172413793104
Healthcare,Aluminum Foil,Metal,Storage container,33.68 kg,0.7733333333333334,0.5285714285714285,0.5,FootprintData,0.6724241815625627,0.5815873015873017,0.3275758184374373,0.5629076661661518,5,2,7,1,0.6724241815625628,0.6036190476190477,0.6093333333333334
Automotive,Recycled Cardboard,Cardboard,Packaging box,12.78 kg,0.4933333333333333,0.4999999999999999,0.189655172413793,OpenLCA Sample,0.2526611769431613,0.3943295019157088,0.7473388230568387,0.5299334476833352,0,1,5,2,0.25266117694316137,0.37319540229885056,0.3111264367816091
Automotive,Tin Container,Metal,Cosmetic wrap,0.21 kg,0.2666666666666667,0.6142857142857143,0.2241379310344827,Sustainability Dataset,0.0002008435428800959,0.2921729611384783,0.9997991564571199,0.4968089313925273,0,2,0,3,0.00020084354288009597,0.2734646962233169,0.2411494252873563
Electronics,Bamboo Fiber,Natural Fiber,Food container,48.97 kg,0.6000000000000001,0.1285714285714286,0.03448275862068961,OpenLCA Sample,0.97951395862623,0.5019704433497537,0.02048604137376997,0.3869339897520325,3,3,2,2,0.9795139586262303,0.42807881773399015,0.2606896551724138
Home Appliances,Tin Container,Metal,Toy casing,35.26 kg,0.16,0.8,0.5172413793103448,Sustainability Dataset,0.7041574613376179,0.2924137931034482,0.2958425386623821,0.2537182788400939,6,2,8,3,0.704157461337618,0.3108965517241379,0.37434482758620685
Furniture,Molded Pulp,Paper,Electronic enclosure,28.75 kg,0.5333333333333334,0.9428571428571428,0.3275862068965516,Carbon Catalogue,0.5734083149226752,0.3060207991242474,0.4265916850773248,0.4103858251728965,4,5,1,0,0.5734083149226753,0.35579638752052545,0.40988505747126436
Furniture,Kraft Paper,Paper,Electronic enclosure,6.53 kg,0.2133333333333334,0.9857142857142858,0.3448275862068966,Carbon Catalogue,0.127133962643101,0.1908155446086481,0.872866037356899,0.4021860290505289,4,5,1,0,0.12713396264310103,0.22612151067323485,0.2922298850574713
Toys,Recycled Paper,Paper,Electronic enclosure,15.69 kg,0.9333333333333336,0.3285714285714286,0.6551724137931034,Sustainability Dataset,0.3111066479212693,0.7533114395183361,0.6888933520787307,0.7879925814309536,8,5,1,3,0.31110664792126935,0.7696880131362891,0.7664367816091955
Construction,Molded Pulp,Paper,Toy casing,34.55 kg,0.3466666666666667,0.1857142857142857,0.1206896551724137,FootprintData,0.689897569793131,0.4272140120415982,0.310102430206869,0.3679163338787,1,5,8,1,0.6898975697931311,0.34979967159277503,0.21108045977011491
Furniture,Kraft Paper,Paper,Packaging box,49.99 kg,0.9466666666666668,0.5428571428571429,0.4482758620689655,Carbon Catalogue,0.9999999999999999,0.6173617952928298,1.110223024625157e-16,0.530944718117132,4,5,5,0,1.0,0.6494055829228244,0.647632183908046
Toys,PLA Bioplastic,Bioplastic,Medical packaging,3.44 kg,0.3466666666666667,0.9714285714285715,0.586206896551724,Sustainability Dataset,0.06507330789315123,0.3204816639299397,0.9349266921068488,0.5126706732040305,8,0,4,3,0.06507330789315124,0.37886371100164196,0.490390804597701
Cosmetics,Aluminum Foil,Metal,Storage container,44.68 kg,0.1466666666666667,0.1714285714285714,0.603448275862069,Carbon Catalogue,0.8933520787306687,0.5262287903667214,0.1066479212693313,0.286485892527488,2,2,7,0,0.8933520787306689,0.46576026272577997,0.4207356321839081
Healthcare,Cotton Fiber,Natural Material,Furniture panel,33.26 kg,0.6266666666666667,0.7,0.189655172413793,FootprintData,0.6639887527615986,0.3721072796934866,0.3360112472384014,0.4376462860489151,5,4,3,1,0.6639887527615987,0.38652873563218393,0.3644597701149425
Home Appliances,Molded Pulp,Paper,Toy casing,37.17 kg,0.1466666666666667,0.7857142857142856,0.3275862068965516,OpenLCA Sample,0.7425185780277164,0.2295128626163109,0.2574814219722836,0.2130495716382095,6,5,8,2,0.7425185780277165,0.2325582922824302,0.25521839080459763
Healthcare,Bamboo Fiber,Natural Fiber,Shipping carton,6.35 kg,0.6800000000000002,0.6142857142857143,0.5344827586206895,OpenLCA Sample,0.1235187788712593,0.5333990147783251,0.8764812211287407,0.6803039722499523,5,3,6,2,0.12351877887125932,0.562935960591133,0.5926896551724138
Construction,Recycled Cardboard,Cardboard,Storage container,11.82 kg,0.36,0.5428571428571429,0.1379310344827586,OpenLCA Sample,0.233380196826672,0.3183579638752053,0.766619803173328,0.4653291265020805,1,1,7,2,0.23338019682667205,0.2906009852216749,0.22675862068965513
Furniture,Recycled Cardboard,Cardboard,Storage container,10.68 kg,0.06666666666666671,0.9714285714285715,0.8275862068965516,OpenLCA Sample,0.210484032938341,0.3076081007115489,0.7895159670616589,0.3798980304031173,4,1,7,2,0.21048403293834106,0.36341543513957303,0.5232183908045976
Toys,Cotton Fiber,Natural Material,Food container,33.25 kg,0.2,0.2,0.7931034482758621,OpenLCA Sample,0.6637879092187186,0.5977011494252874,0.3362120907812814,0.3999440870044994,8,4,2,2,0.6637879092187187,0.5572413793103449,0.5558620689655173
Packaging,Bamboo Fiber,Natural Fiber,Food container,48.56 kg,0.7066666666666668,0.7,0.6379310344827585,OpenLCA Sample,0.9712793733681462,0.548199233716475,0.02872062663185382,0.4398958814761462,7,3,2,2,0.9712793733681464,0.5978390804597702,0.6654252873563218
Packaging,Aluminum Foil,Metal,Medical packaging,48.38 kg,0.6266666666666667,0.4142857142857143,0.03448275862068961,Carbon Catalogue,0.9676641895963044,0.4156212370005473,0.0323358104036956,0.3639492379213276,7,2,4,0,0.9676641895963046,0.3816026272577997,0.2713563218390805
Electronics,Cornstarch Plastic,Bioplastic,Medical packaging,36.06 kg,0.2800000000000001,0.8285714285714285,0.6724137931034482,Sustainability Dataset,0.7202249447680257,0.3746141215106732,0.2797750552319743,0.3177781651738616,3,0,4,3,0.7202249447680258,0.41525123152709364,0.5154482758620689
Furniture,Aluminum Foil,Metal,Storage container,44.83 kg,0.16,0.4714285714285714,0.2586206896551724,FootprintData,0.8963647318738701,0.3157307060755337,0.1036352681261299,0.2053828628680525,4,2,7,1,0.8963647318738703,0.27316256157635466,0.21917241379310343
Electronics,PLA Bioplastic,Bioplastic,Packaging box,25.99 kg,0.09333333333333338,0.6857142857142857,0.6551724137931034,Sustainability Dataset,0.5179754970877686,0.354263820470717,0.4820245029122314,0.3143128790619563,3,0,5,3,0.5179754970877687,0.3622594417077176,0.43043678160919535
Construction,Molded Pulp,Paper,Shipping carton,27.0 kg,0.5066666666666668,0.7714285714285714,0.3103448275862069,OpenLCA Sample,0.5382606949186584,0.3485276409414341,0.4617393050813416,0.4299328479009762,1,5,6,2,0.5382606949186585,0.37251888341543526,0.3888735632183909
Construction,Cotton Fiber,Natural Material,Storage container,43.35 kg,0.8266666666666669,0.0,0.5517241379310345,FootprintData,0.8666398875276159,0.7927969348659004,0.1333601124723841,0.6051268076880755,1,4,7,1,0.8666398875276161,0.7513563218390806,0.6617011494252875
Automotive,Molded Pulp,Paper,Medical packaging,47.37 kg,0.2533333333333334,0.7428571428571429,0.7586206896551724,Sustainability Dataset,0.9473789917654146,0.4230322933771209,0.05262100823458538,0.260999219821224,0,5,4,3,0.9473789917654148,0.4562101806239738,0.5565057471264367
Packaging,Recycled Paper,Paper,Food container,18.42 kg,0.05333333333333334,0.7285714285714286,0.6724137931034482,FootprintData,0.3659369351275357,0.332391899288451,0.6340630648724643,0.3391756791771197,7,5,2,1,0.3659369351275358,0.3445845648604269,0.4247816091954022
Furniture,Bamboo Fiber,Natural Fiber,Medical packaging,19.77 kg,1.0,0.4999999999999999,0.189655172413793,Sustainability Dataset,0.3930508134163486,0.5632183908045977,0.6069491865836514,0.7073721122969345,4,3,4,3,0.39305081341634873,0.5758620689655173,0.5137931034482758
Packaging,PLA Bioplastic,Bioplastic,Toy casing,18.75 kg,0.5866666666666667,0.07142857142857142,0.586206896551724,Carbon Catalogue,0.3725647720425788,0.7004816639299397,0.6274352279574211,0.6444232339592022,7,0,8,0,0.3725647720425789,0.654863711001642,0.5863908045977011
Construction,Recycled Paper,Paper,Storage container,13.07 kg,0.2,0.6285714285714286,0.7241379310344827,Sustainability Dataset,0.258485639686684,0.431855500821018,0.741514360313316,0.455196508422402,1,5,7,3,0.25848563968668403,0.4439408866995074,0.5144827586206896
Healthcare,Bamboo Fiber,Natural Fiber,Storage container,42.14 kg,0.32,0.7714285714285714,0.8103448275862069,Carbon Catalogue,0.8423378188391243,0.4529720853858785,0.1576621811608757,0.3244874885026141,5,3,7,0,0.8423378188391245,0.49785221674876845,0.6142068965517241
Healthcare,Recycled Cardboard,Cardboard,Toy casing,19.83 kg,0.6400000000000001,0.5285714285714285,0.7068965517241379,FootprintData,0.3942558746736292,0.6061083743842365,0.6057441253263709,0.6161665873516059,5,1,8,1,0.3942558746736293,0.6330443349753696,0.6801379310344828
Healthcare,Cotton Fiber,Natural Material,Electronic enclosure,47.08 kg,0.6800000000000002,0.8857142857142857,0.7068965517241379,OpenLCA Sample,0.9415545290218919,0.5003940886699508,0.05844547097810815,0.4216912767614128,5,4,1,2,0.9415545290218921,0.5776157635467982,0.6961379310344828
Automotive,Cornstarch Plastic,Bioplastic,Shipping carton,12.37 kg,0.9866666666666668,0.4857142857142857,0.4655172413793103,FootprintData,0.2444265916850773,0.6554898741105638,0.7555734083149227,0.7848679721387024,0,0,6,1,0.24442659168507735,0.6837307060755337,0.6739770114942529
Packaging,Cotton Fiber,Natural Material,Toy casing,25.59 kg,0.2533333333333334,0.7,0.9655172413793103,Carbon Catalogue,0.5099417553725647,0.5062835249042146,0.4900582446274353,0.4255308833499165,7,4,8,0,0.5099417553725648,0.5475402298850576,0.6806436781609195
Automotive,Bamboo Fiber,Natural Fiber,Furniture panel,12.14 kg,0.1733333333333333,0.3,0.5689655172413792,OpenLCA Sample,0.2398071901988351,0.4807662835249042,0.7601928098011649,0.4723643563503111,0,3,3,2,0.23980719019883515,0.436919540229885,0.41071264367816085
Toys,Cornstarch Plastic,Bioplastic,Shipping carton,13.76 kg,0.04000000000000004,0.6428571428571428,0.396551724137931,Carbon Catalogue,0.2723438441454107,0.2645648604269294,0.7276561558545893,0.3361227909271486,8,0,6,0,0.27234384414541074,0.24604926108374386,0.2539310344827586
Healthcare,Aluminum Foil,Metal,Packaging box,37.74 kg,0.5733333333333335,0.7,0.5344827586206895,Carbon Catalogue,0.7539666599718818,0.469272030651341,0.2460333400281182,0.4335188142689719,5,2,5,0,0.7539666599718821,0.5031264367816093,0.550022988505747
Packaging,Cornstarch Plastic,Bioplastic,Cosmetic wrap,0.2 kg,0.52,0.6285714285714286,0.1206896551724137,Carbon Catalogue,0.0,0.3373727422003284,1.0,0.5909490968801313,7,0,0,0,0.0,0.3305615763546798,0.2804137931034482
Cosmetics,Recycled Cardboard,Cardboard,Food container,42.34 kg,0.05333333333333334,0.4,0.8275862068965516,OpenLCA Sample,0.8463546896967262,0.493639846743295,0.1536453103032738,0.2595495317883001,2,1,2,2,0.8463546896967264,0.472367816091954,0.5178850574712642
Electronics,Molded Pulp,Paper,Storage container,29.42 kg,0.09333333333333338,0.8857142857142857,0.482758620689655,Carbon Catalogue,0.5868648322956417,0.2301258894362342,0.4131351677043583,0.2439909060858012,3,5,7,0,0.5868648322956418,0.25329392446633825,0.32698850574712635
Electronics,Kraft Paper,Paper,Medical packaging,20.71 kg,0.44,0.4,0.4655172413793103,OpenLCA Sample,0.4119301064470777,0.5018390804597701,0.5880698935529223,0.5091566002497847,3,5,4,2,0.41193010644707784,0.4822068965517241,0.45531034482758614
Packaging,PLA Bioplastic,Bioplastic,Food container,36.54 kg,0.02666666666666667,0.5571428571428572,0.5172413793103448,Carbon Catalogue,0.7298654348262703,0.3289217296113847,0.2701345651737297,0.2206090613966728,7,0,2,0,0.7298654348262704,0.30613464696223314,0.3210114942528735
Cosmetics,Recycled Cardboard,Cardboard,Shipping carton,47.92 kg,0.02666666666666667,0.8285714285714285,0.6896551724137931,Carbon Catalogue,0.95842538662382,0.2959168035030104,0.04157461337617996,0.1388391054140582,2,1,6,0,0.9584253866238203,0.32081444991789826,0.4244597701149425
Healthcare,PLA Bioplastic,Bioplastic,Packaging box,44.27 kg,0.4133333333333334,0.3428571428571429,1.0,Carbon Catalogue,0.8851174934725848,0.6901587301587302,0.1148825065274152,0.4345282440217166,5,0,5,0,0.8851174934725851,0.6967619047619048,0.7653333333333333
Healthcare,Recycled Paper,Paper,Food container,23.81 kg,0.7600000000000002,0.6142857142857143,0.06896551724137923,OpenLCA Sample,0.4741916047399076,0.4048932676518884,0.5258083952600925,0.5476998256387832,5,5,2,2,0.47419160473990773,0.4087290640394089,0.34537931034482766
Packaging,Tin Container,Metal,Furniture panel,14.06 kg,0.2,0.4857142857142857,0.8275862068965516,Sustainability Dataset,0.2783691504318136,0.5139573070607553,0.7216308495681865,0.482072177694758,7,2,3,3,0.27836915043181365,0.5138916256157635,0.576551724137931
Furniture,PLA Bioplastic,Bioplastic,Packaging box,13.21 kg,0.36,0.9571428571428571,0.1206896551724137,Carbon Catalogue,0.2612974492870054,0.1745155993431856,0.7387025507129945,0.3994170049511726,4,0,5,0,0.26129744928700543,0.20084729064039405,0.21641379310344822
Construction,Bamboo Fiber,Natural Fiber,Cosmetic wrap,44.23 kg,0.6000000000000001,0.5857142857142856,0.7586206896551724,FootprintData,0.8843141193010643,0.5909688013136289,0.1156858806989357,0.4510932847351323,1,3,0,1,0.8843141193010645,0.6263054187192119,0.6951724137931035
Toys,Kraft Paper,Paper,Storage container,36.94 kg,0.7866666666666668,0.5714285714285714,0.8275862068965516,FootprintData,0.7378991765414741,0.6809414340448824,0.2621008234585259,0.5870068206555108,8,5,7,1,0.7378991765414742,0.7314154351395732,0.8112183908045977
Home Appliances,Recycled Paper,Paper,Storage container,16.52 kg,0.5866666666666667,0.1142857142857143,0.2241379310344827,Sustainability Dataset,0.3277766619803173,0.5655062944718117,0.6722233380196827,0.6038695191946295,6,5,7,3,0.32777666198031735,0.5014646962233169,0.3691494252873563
Toys,Cornstarch Plastic,Bioplastic,Food container,3.26 kg,0.7866666666666668,0.08571428571428572,0.3448275862068966,OpenLCA Sample,0.06145812412130949,0.6819266557197592,0.9385418758786905,0.7903332250515109,8,0,2,2,0.06145812412130951,0.6354548440065683,0.5215632183908047
Cosmetics,Tin Container,Metal,Electronic enclosure,3.36 kg,0.01333333333333336,0.9142857142857144,0.4137931034482758,Sustainability Dataset,0.06346655955011046,0.1709469074986316,0.9365334404498895,0.3533387951344195,2,2,1,3,0.06346655955011048,0.18799343185550083,0.2536091954022988
Packaging,Tin Container,Metal,Packaging box,17.35 kg,0.1333333333333334,0.01428571428571429,0.2068965517241379,OpenLCA Sample,0.3444466760393654,0.4419813902572523,0.6555533239606346,0.4134585532910913,7,2,5,2,0.34444667603936546,0.3332348111658457,0.17747126436781607
Toys,Bamboo Fiber,Natural Fiber,Food container,0.29 kg,0.3733333333333334,0.07142857142857142,0.2586206896551724,Carbon Catalogue,0.001807591885920867,0.5201751505199781,0.9981924081140792,0.619527782642215,8,3,2,0,0.0018075918859208674,0.43849589490968804,0.3045057471264368
Furniture,Aluminum Foil,Metal,Electronic enclosure,10.06 kg,0.16,0.7857142857142856,0.7068965517241379,Sustainability Dataset,0.1980317332797751,0.3603940886699508,0.8019682667202249,0.4327481154840478,4,2,1,3,0.19803173327977516,0.38961576354679806,0.4881379310344827
Home Appliances,Cotton Fiber,Natural Material,Electronic enclosure,23.54 kg,0.4666666666666667,0.3,0.4482758620689655,Carbon Catalogue,0.468768829082145,0.5383141762452107,0.531231170917855,0.5146950217734407,6,4,1,0,0.4687688290821451,0.5059770114942529,0.45563218390804594
Automotive,Cotton Fiber,Natural Material,Food container,27.71 kg,0.6666666666666667,0.1,0.3275862068965516,FootprintData,0.5525205864631452,0.6314176245210729,0.4474794135368548,0.5868108738694856,0,4,2,1,0.5525205864631453,0.5777011494252874,0.4632183908045977
Cosmetics,Recycled Cardboard,Cardboard,Cosmetic wrap,12.89 kg,0.8133333333333335,0.9857142857142858,0.189655172413793,Sustainability Dataset,0.2548704559148423,0.3390914066776136,0.7451295440851577,0.6031754258965928,2,1,0,3,0.25487045591484236,0.4040525451559935,0.43912643678160923
Healthcare,Cornstarch Plastic,Bioplastic,Furniture panel,4.11 kg,0.72,0.2142857142857143,0.9310344827586206,Sustainability Dataset,0.0785298252661177,0.8122495894909688,0.9214701747338823,0.8173408882165522,5,0,3,3,0.07852982526611771,0.8175566502463053,0.8466206896551722
Home Appliances,PLA Bioplastic,Bioplastic,Electronic enclosure,3.5 kg,0.7466666666666668,0.1285714285714286,0.2413793103448275,Sustainability Dataset,0.06627836915043181,0.6198248494800219,0.9337216308495682,0.7520464290468791,6,0,1,3,0.06627836915043182,0.569504105090312,0.44349425287356325
Furniture,PLA Bioplastic,Bioplastic,Food container,3.62 kg,0.6000000000000001,0.07142857142857142,0.6896551724137931,FootprintData,0.06868849166499297,0.739408866995074,0.931311508335007,0.7551569992985318,4,0,2,1,0.06868849166499298,0.7015763546798031,0.6537931034482759
Electronics,Recycled Paper,Paper,Cosmetic wrap,44.08 kg,0.7466666666666668,0.3285714285714286,0.8275862068965516,FootprintData,0.8813014661578629,0.74856048166393,0.1186985338421371,0.5590337528182132,3,5,0,1,0.8813014661578631,0.7639868637110017,0.7952183908045977
Home Appliances,Molded Pulp,Paper,Food container,17.46 kg,0.3466666666666667,0.5714285714285714,0.1724137931034482,OpenLCA Sample,0.3466559550110464,0.3158839627805145,0.6533440449889536,0.4263567986088919,6,5,2,2,0.34665595501104646,0.2933464696223317,0.2421149425287356
Cosmetics,Kraft Paper,Paper,Furniture panel,49.59 kg,0.4133333333333334,0.4857142857142857,0.4137931034482758,OpenLCA Sample,0.9919662582847961,0.4471373836891078,0.00803374171520388,0.3052650759902043,2,5,3,2,0.9919662582847963,0.43370771756978654,0.4136091954022988
Construction,Cornstarch Plastic,Bioplastic,Furniture panel,20.24 kg,0.8800000000000001,0.8285714285714285,0.6379310344827585,Carbon Catalogue,0.4024904599317131,0.56311986863711,0.5975095400682868,0.6685008094753301,1,0,3,0,0.40249045993171323,0.6414581280788177,0.7347586206896551
Automotive,Recycled Cardboard,Cardboard,Medical packaging,1.38 kg,0.2133333333333334,0.2428571428571428,0.2241379310344827,FootprintData,0.02369953805985137,0.3982047071702244,0.9763004619401486,0.5161720214501344,0,1,4,1,0.023699538059851376,0.3264170771756979,0.219816091954023
Home Appliances,Cotton Fiber,Natural Material,Storage container,44.15 kg,0.8133333333333335,0.05714285714285713,0.6206896551724137,FootprintData,0.8827073709580237,0.7922933771209634,0.1172926290419763,0.5961051395609783,6,4,7,1,0.8827073709580239,0.7621806239737275,0.6977471264367816
Automotive,Cornstarch Plastic,Bioplastic,Toy casing,1.58 kg,0.32,0.3571428571428572,0.4310344827586206,Carbon Catalogue,0.0277164089174533,0.4646305418719212,0.9722835910825467,0.5735372940735325,0,0,8,0,0.027716408917453306,0.42898522167487685,0.3866206896551724
Packaging,Molded Pulp,Paper,Electronic enclosure,13.61 kg,0.6666666666666667,0.2714285714285714,0.05172413793103448,FootprintData,0.2693311910022093,0.48232074438971,0.7306688089977907,0.6121289404552213,7,5,1,1,0.26933119100220937,0.43307060755336624,0.2977011494252874
Cosmetics,Recycled Paper,Paper,Electronic enclosure,15.53 kg,0.4666666666666667,0.3714285714285714,0.7241379310344827,FootprintData,0.3078931512351877,0.6064586754241926,0.6921068487648123,0.5902155247991208,2,5,1,1,0.30789315123518773,0.6020361247947454,0.6211494252873563
Healthcare,Recycled Cardboard,Cardboard,Packaging box,45.71 kg,0.6133333333333333,0.7285714285714286,0.8103448275862069,FootprintData,0.9140389636473187,0.5650355774493705,0.08596103635268126,0.4358025418855526,5,1,5,1,0.914038963647319,0.6237569786535303,0.7315402298850574
Packaging,Recycled Cardboard,Cardboard,Storage container,13.69 kg,0.7066666666666668,0.01428571428571429,0.7758620689655171,Carbon Catalogue,0.27093793934525,0.8227476737821565,0.72906206065475,0.7598176877092877,7,1,7,0,0.27093793934525007,0.7901543513957308,0.748183908045977
Automotive,Recycled Cardboard,Cardboard,Electronic enclosure,9.51 kg,0.06666666666666671,0.2,0.4310344827586206,Carbon Catalogue,0.1869853384213697,0.4325670498084291,0.8130146615786302,0.4369312183969607,0,1,1,0,0.18698533842136972,0.359080459770115,0.28528735632183905
Electronics,Cornstarch Plastic,Bioplastic,Storage container,33.16 kg,0.6666666666666667,0.4142857142857143,0.03448275862068961,OpenLCA Sample,0.6619803173327976,0.4289545703338806,0.3380196826672024,0.472987732933713,3,0,7,2,0.6619803173327977,0.3976026272577997,0.2873563218390805
Construction,Aluminum Foil,Metal,Packaging box,37.48 kg,0.8933333333333335,0.8714285714285714,0.7758620689655171,Sustainability Dataset,0.7487447278569993,0.5992556102900931,0.2512552721430007,0.5830788257589374,1,2,5,3,0.7487447278569994,0.693392446633826,0.8228505747126438
Electronics,Molded Pulp,Paper,Furniture panel,0.9 kg,0.72,0.4714285714285714,0.293103448275862,FootprintData,0.01405904800160675,0.5138916256157636,0.9859409519983933,0.7173389358458234,3,5,3,1,0.014059048001606754,0.5109556650246305,0.4638620689655172
Healthcare,PLA Bioplastic,Bioplastic,Storage container,14.75 kg,0.5333333333333334,0.5714285714285714,0.8103448275862069,OpenLCA Sample,0.2922273548905402,0.5907498631636563,0.7077726451094597,0.6086317387983005,5,0,7,2,0.29222735489054025,0.6231855500821019,0.6995402298850575
Cosmetics,PLA Bioplastic,Bioplastic,Toy casing,11.46 kg,0.56,0.2428571428571428,0.6896551724137931,Carbon Catalogue,0.2261498292829885,0.6689326765188834,0.7738501707170115,0.6677281218226568,2,0,8,0,0.22614982928298855,0.6512906403940888,0.6377931034482759
Construction,Molded Pulp,Paper,Electronic enclosure,24.08 kg,1.0,0.6428571428571428,0.3448275862068966,OpenLCA Sample,0.4796143803976701,0.5673234811165847,0.5203856196023299,0.683045078327333,1,5,1,2,0.47961438039767024,0.6093596059113301,0.6068965517241379
Home Appliances,Cornstarch Plastic,Bioplastic,Food container,2.58 kg,0.2266666666666667,0.2714285714285714,0.2241379310344827,Sustainability Dataset,0.04780076320546294,0.3931253420908593,0.9521992367945371,0.5109099078747048,6,0,2,3,0.047800763205462955,0.32603612479474553,0.22514942528735632
Home Appliances,Cotton Fiber,Natural Material,Shipping carton,34.77 kg,0.5733333333333335,0.3142857142857143,0.189655172413793,OpenLCA Sample,0.6943161277364933,0.4829009304871374,0.3056838722635067,0.456865533873907,6,4,6,2,0.6943161277364934,0.4423382594417078,0.3431264367816092
Electronics,Recycled Cardboard,Cardboard,Food container,45.46 kg,0.6400000000000001,0.4,0.5172413793103448,OpenLCA Sample,0.9090178750753163,0.5857471264367816,0.09098212492468372,0.4535934880521179,3,1,2,2,0.9090178750753165,0.582896551724138,0.5663448275862069
Automotive,Recycled Paper,Paper,Furniture panel,28.94 kg,0.2266666666666667,0.0,0.3793103448275861,Carbon Catalogue,0.577224342237397,0.5353256704980842,0.422775657762603,0.4089629655280146,0,5,3,0,0.5772243422373972,0.44239080459770114,0.3182528735632183
Furniture,Bamboo Fiber,Natural Fiber,Shipping carton,40.99 kg,0.8800000000000001,0.5714285714285714,0.4137931034482758,FootprintData,0.8192408114079132,0.5741215106732348,0.1807591885920868,0.5478763608469199,4,3,6,1,0.8192408114079134,0.6032315270935962,0.6002758620689655
Furniture,Cotton Fiber,Natural Material,Food container,6.35 kg,0.4666666666666667,0.4428571428571429,0.4310344827586206,FootprintData,0.1235187788712593,0.4849480021893815,0.8764812211287407,0.5969235672143749,4,4,2,1,0.12351877887125932,0.47050903119868637,0.445287356321839
Cosmetics,Tin Container,Metal,Food container,1.54 kg,0.2933333333333334,0.4428571428571429,0.896551724137931,Sustainability Dataset,0.02691303474593292,0.5823426382047072,0.9730869652540671,0.612863144858103,2,2,2,3,0.026913034745932925,0.5873825944170772,0.655264367816092
Construction,Recycled Paper,Paper,Packaging box,21.22 kg,0.9466666666666668,0.2428571428571428,0.9137931034482758,FootprintData,0.4221731271339626,0.8725342090859333,0.5778268728660374,0.8063617454941846,1,5,5,1,0.4221731271339627,0.8956124794745486,0.9269425287356322
Packaging,Recycled Paper,Paper,Electronic enclosure,33.51 kg,0.8,0.3714285714285714,0.9482758620689655,Sustainability Dataset,0.669009841333601,0.7922824302134647,0.330990158666399,0.6562100196853056,7,5,1,3,0.6690098413336011,0.825024630541872,0.8889655172413794
Furniture,Aluminum Foil,Metal,Toy casing,36.39 kg,0.8533333333333335,0.3,0.1551724137931034,FootprintData,0.7268527816830689,0.5695019157088123,0.2731472183169311,0.5657449317786043,4,2,8,1,0.726852781683069,0.5434022988505748,0.43443678160919547
Automotive,Recycled Paper,Paper,Shipping carton,12.69 kg,0.72,0.1428571428571428,0.293103448275862,Carbon Catalogue,0.2508535850572404,0.623415435139573,0.7491464149427596,0.690110098538657,0,5,6,0,0.2508535850572405,0.5766699507389162,0.4638620689655172
Healthcare,Molded Pulp,Paper,Food container,26.11 kg,0.1733333333333333,0.6142857142857143,0.982758620689655,FootprintData,0.5203856196023298,0.513935413245758,0.4796143803976702,0.4014584794176042,5,5,2,1,0.5203856196023299,0.5395796387520525,0.6589885057471263
Home Appliances,Kraft Paper,Paper,Medical packaging,48.37 kg,0.4533333333333334,0.5571428571428572,0.4482758620689655,Sustainability Dataset,0.9674633460534242,0.4481554460864806,0.03253665394657579,0.325023174618565,6,5,4,3,0.9674633460534244,0.44921510673234816,0.45029885057471264
